Text,Action,Action_number,Label
"Yeah, he he has put so much work into his game. Even, you know, coming out of high school, he was dealing with a stress fracture. Now that's a big loss. He's the leading returning.",No action,0,0
"Line by Wendell Green, guarded by Quinerly Kessler's got 4 threes this year. He drives Betty Yakov, picks up his fourth rock, but the hustle gives it to Jalen Williams.",No action,0,0
Alexander no. Look. Pass. And it's a turnover.,No action,0,0
"Well, they are letting them play, aren't they? Very much so. Only two fouls called this game O'Connell. Mark.",No action,0,0
"Here's Wilson on the pull up. And Tyrese Hunter, a good rebounding guard for his size, grabs that one.",No action,0,0
It's his first points in a month and 1/2. Are they said. That's Carter at the rim.,No action,0,0
"The bar Langford again bringing Gardner out to the perimeter, and Gardner bumps him and commits his second foul.",No action,0,0
"OT in Louisville. Alice looking for a way to get another shot off. Yes, Sir.",No action,0,0
Question. Harris on the kick out Mohammed for three no and the rebound kale.,No action,0,0
"To start this second-half, so a big bucket by West. Here's Davis from the corner. He drills it. A3 pointer on target.",No action,0,0
"Kind of week to week, that's a multi week recovery process. He's. Questionable to return this week. Ohh I'd outside, Derrick found that he kept the pivot foot.",No action,0,0
"Galloway launches and drains another gravity Galloway, second three for BC.",No action,0,0
And he can go get it and he can go get it soak in Cambridge. Police ball on the floor miles and they got a 3 on one and what will Shackleford do? Knocked down A3.,No action,0,0
"Injury. At Providence, feeling it right now, they've made seven of their last eight shots. Can't add to that. Total champagne with the rebound.",No action,0,0
"Scott for about 11 a game. He's got four points after the Keyshawn Bryant miss. This is Iverson molinar. He's very shifty. He's clever, but he can pass it off as well.",No action,0,0
Come on.,No action,0,0
"We have to move forward with the right guys that are here for the right reasons, they said. Williams has failed to meet Louisville's standard.",No action,0,0
"In those next four games, you're gonna be I. You'll be right there in that. Last four in, first four out conversation, I don't have any doubt at all. That's what Mississippi State.",No action,0,0
"But they're not taking great shots. So if we guard them for 10 to 15 seconds, they they're apt to take a bad shot on the offensive end. We're missing shots and we're missing bad shots. We gotta move the ball.",No action,0,0
"That's one of the things, of course, when you look at North Carolina and Duke, because that's such a huge matchup, is Brady Manning steps in and knocks down the three. Now both these teams have made 4 threes.",No action,0,0
"The tournament in the Bahamas where they beat Mississippi State and Maryland, so he's got quality wins to his credit, but of course he would love to have this one. Davis will drain one from downtown 42%.",No action,0,0
"Kansas has not been great offensively, but they've been brilliant defensively. Brockington got. The first bucket of the game for the reigning Big 12 Player of the Week.",No action,0,0
"Coleman's been great in SEC play, 14 points and seven boards. It has 110th in the league in scoring, 6IN rebounding Bailey with the answer.",No action,0,0
Tend to shoot for the pirates. Rodan gives it up to kale.,No action,0,0
"Hang on over to Horchler with five to shoot. Give it, beat it to Nate's. Gotta go. That's a foul, Watson not fade away. Goes around and out and a foul is called on horn.",No action,0,0
"Buzz Williams is so in tune with the details that the first couple drills they did, we're all about grabbing loose balls and getting on the floor and that's what Henderson does here and then and then gives it right back.",No action,0,0
Jackson. Look at this kid get up quicker than anybody.,No action,0,0
He talked about how hard he wants to be coached and keeping his confidence up. And I think also he was on the bench at the end of that Texas game. There you go for Candy Chandler.,No action,0,0
Duke took care of business last night against Notre Dame. North Carolina can't afford to look past Blvd. This Carolina now on an 8 nothing run and a foul here on Ellis trying to wrap.,No action,0,0
How did you attack 7 footers when you were playing? You got you just had to go right at them. That was really it. Now I I played against Alonzo Mourning one year in college.,No action,0,0
You see there? They run a double at him and they get a push.,No action,0,0
"Rami. Fides car gets in the lane, scoop down low well, fighting Bishop Moose Ball drop by mcculler.",No action,0,0
The Red Raiders. Obanner pull up jumper.,No action,0,0
"But that's the block by Kessler, and he averages 4A game. Paul Cambridge was open. Green saw him again, but he just threw it too high.",No action,0,0
"You might say he's a hip player, by the way. Another left and Whaley can't get it to go. Doesn't. Nice job on the glass too.",No action,0,0
"Kansas with the ball, they inbounds and they'll be shooting free throws on every subsequent foul. And you know, that's exactly.",No action,0,0
"Or they cleared the side for El Dorado. Durham. Top shot, no tip. High up in the air. Durham gets it back, boy with Naya holding. You gotta bring it out. Bring it out. Ohh. Watson is found by Wheeler.",No action,0,0
Block can also hit the triple. Here's W from the corner. Big crash on the rebound.,No action,0,0
"Plus six from the reserves on the season. Here's a trap. Best GIF he turns it over. Marcus Williams played it perfectly, and he lays it in.",No action,0,0
"Mobile needed someone on the board, so he has been that guy helping them out on the glass. Manic, really working. Ohh. Terrific shot. That was not an easy angle. I tell you what, he has been a star for North Carolina.",No action,0,0
And controlled. Matthews to Adewusi on on the follow by Soriano is not there. Time out on the floor.,No action,0,0
"He just had some misses here on the offensive end. You know, the missed free throws almost. Cost him a game against Tennessee. Ohh man. Bishop on the inbounds.",No action,0,0
Alpine. I'm on the drive trying to split the D and knocked out. It'll stay with Providence.,No action,0,0
He was expecting a shot block attempt. Katie Johnson knows 1 speed and one speed only.,No action,0,0
"We saw their schedule, they got a chance to continue to move the needle and Ben Howland's club. They went on their home floor like you have to do in this league and continued to be right there on that.",No action,0,0
"Pat Adams, Terry Weimer, A Landis pooled the officials first of two between these SEC foes, and we are getting to that point the year we got a little more than a month to go until the postseason.",No action,0,0
Champeny straight away 3. It won't go. Minaya had it lost it out of bounds.,No action,0,0
"And he's been talking about that to his team, you know, so they're not the usual standards that his teams have had, but their goals are within reach. Not referring to the announcers on the call.",No action,0,0
